14455-1492R-D10-C-C8	RS-GCF-001190985.1-NZ-JPWX02000090.1	99.520	629	99	625	0.0	1107	RS-GCF-001190985.1-NZ-JPWX02000090.1
14455-1492R-D10-C-C8	RS-GCF-009826915.1-NZ-WUMJ01000041.1	99.520	629	99	625	0.0	1107	RS-GCF-009826915.1-NZ-WUMJ01000041.1
14455-1492R-D10-C-C8	RS-GCF-000813865.1-NZ-JWTC01000032.1	99.520	629	99	625	0.0	1107	RS-GCF-000813865.1-NZ-JWTC01000032.1
14455-1492R-D10-C-C8	RS-GCF-003667225.1-NZ-RCOM01000116.1	99.520	629	99	625	0.0	1107	RS-GCF-003667225.1-NZ-RCOM01000116.1
14455-1492R-D10-C-C8	Y16264	99.520	629	99	625	0.0	1107	Y16264
14455-1492R-D10-C-C8	RS-GCF-003226895.2-NZ-PNJG02000008.1	99.360	629	99	625	0.0	1103	RS-GCF-003226895.2-NZ-PNJG02000008.1
14455-1492R-D10-C-C8	RS-GCF-001499775.1-NZ-CZJW01000020.1	99.360	629	99	625	0.0	1103	RS-GCF-001499775.1-NZ-CZJW01000020.1
14455-1492R-D10-C-C8	RS-GCF-900637835.1-NZ-LR134409.1	99.360	629	99	625	0.0	1103	RS-GCF-900637835.1-NZ-LR134409.1
14455-1492R-D10-C-C8	G000010285	99.360	629	99	625	0.0	1103	G000010285
14455-1492R-D10-C-C8	MG547562	99.360	629	99	625	0.0	1103	MG547562
14455-1492R-D10-C-C8	RS-GCF-003687455.1-NZ-PHOA01000099.1	99.200	629	99	625	0.0	1098	RS-GCF-003687455.1-NZ-PHOA01000099.1
14455-1492R-D10-C-C8	KM874399	99.192	629	98	619	0.0	1091	KM874399
14455-1492R-D10-C-C8	RS-GCF-007681705.1-NZ-VELM01000021.1	98.240	629	99	625	0.0	1071	RS-GCF-007681705.1-NZ-VELM01000021.1
14455-1492R-D10-C-C8	RS-GCF-002250745.2-NZ-CP059343.1	98.240	629	99	625	0.0	1071	RS-GCF-002250745.2-NZ-CP059343.1
14455-1492R-D10-C-C8	G001408335	98.240	629	99	625	0.0	1071	G001408335
14455-1492R-D10-C-C8	GQ352404	98.240	629	99	625	0.0	1071	GQ352404
14455-1492R-D10-C-C8	RS-GCF-900014985.1-NZ-CZJX01000094.1	98.080	629	99	625	0.0	1067	RS-GCF-900014985.1-NZ-CZJX01000094.1
14455-1492R-D10-C-C8	RS-GCF-003989235.1-NZ-RBMA01000176.1	98.080	629	99	625	0.0	1067	RS-GCF-003989235.1-NZ-RBMA01000176.1
14455-1492R-D10-C-C8	RS-GCF-017167545.1-NZ-JAFDPQ010000020.1	98.080	629	99	625	0.0	1067	RS-GCF-017167545.1-NZ-JAFDPQ010000020.1
14455-1492R-D10-C-C8	AY211385	98.080	629	99	625	0.0	1067	AY211385
14455-1492R-D10-C-C8	X87754	98.080	629	99	625	0.0	1067	X87754
14455-1492R-D10-C-C8	RS-GCF-003667205.1-NZ-RCON01000037.1	97.920	629	99	625	0.0	1062	RS-GCF-003667205.1-NZ-RCON01000037.1
14455-1492R-D10-C-C8	G000786655	97.920	629	99	625	0.0	1062	G000786655
14455-1492R-D10-C-C8	FJ607311	97.760	629	99	625	0.0	1055	FJ607311
14455-1492R-D10-C-C8	G004136555	97.280	629	99	625	0.0	1041	G004136555
14455-1492R-D10-C-C8	EU286964	97.280	629	99	625	0.0	1041	EU286964
14455-1492R-D10-C-C8	AJ622907	96.960	629	99	625	0.0	1032	AJ622907
14455-1492R-D10-C-C8	RS-GCF-004362545.1-NZ-SNXQ01000002.1	96.320	629	99	625	0.0	1015	RS-GCF-004362545.1-NZ-SNXQ01000002.1
14455-1492R-D10-C-C8	RS-GCF-001476175.1-NZ-LDRF01000019.1	96.320	629	99	625	0.0	1015	RS-GCF-001476175.1-NZ-LDRF01000019.1
14455-1492R-D10-C-C8	RS-GCF-016028855.1-NZ-CP065738.1	96.320	629	99	625	0.0	1015	RS-GCF-016028855.1-NZ-CP065738.1
14455-1492R-D10-C-C8	G001476195	96.320	629	99	625	0.0	1015	G001476195
14455-1492R-D10-C-C8	X80749	96.320	629	99	625	0.0	1015	X80749
14455-1492R-D10-C-C8	G001063195	96.160	629	99	625	0.0	1011	G001063195
14455-1492R-D10-C-C8	LC042214	96.326	629	99	626	0.0	1009	LC042214
14455-1492R-D10-C-C8	RS-GCF-004358895.1-NZ-SMZT01000015.1	96.000	629	99	625	0.0	1006	RS-GCF-004358895.1-NZ-SMZT01000015.1
14455-1492R-D10-C-C8	RS-GCF-900637715.1-NZ-LR134391.1	96.000	629	99	625	0.0	1006	RS-GCF-900637715.1-NZ-LR134391.1
14455-1492R-D10-C-C8	G000786195	96.000	629	99	625	0.0	1006	G000786195
14455-1492R-D10-C-C8	X87756	96.000	629	99	625	0.0	1006	X87756
14455-1492R-D10-C-C8	AJ278868	96.000	629	99	625	0.0	1006	AJ278868
14455-1492R-D10-C-C8	RS-GCF-004136635.1-NZ-NOIU01000008.1	96.000	629	99	625	0.0	1005	RS-GCF-004136635.1-NZ-NOIU01000008.1
14455-1492R-D10-C-C8	DQ979377	96.000	629	99	625	0.0	1005	DQ979377
14455-1492R-D10-C-C8	RS-GCF-009734705.1-NZ-WOGT01000002.1	95.840	629	99	625	0.0	1002	RS-GCF-009734705.1-NZ-WOGT01000002.1
14455-1492R-D10-C-C8	FJ607312	95.840	629	99	625	0.0	1002	FJ607312
14455-1492R-D10-C-C8	HQ858010	95.735	629	99	633	0.0	997	HQ858010
14455-1492R-D10-C-C8	RS-GCF-001483755.1-NZ-LQBK01000029.1	95.520	629	99	625	0.0	993	RS-GCF-001483755.1-NZ-LQBK01000029.1
14455-1492R-D10-C-C8	G001807575	95.680	629	99	625	0.0	993	G001807575
14455-1492R-D10-C-C8	LT674162	95.520	629	99	625	0.0	993	LT674162
14455-1492R-D10-C-C8	AJ639827	95.520	629	99	625	0.0	993	AJ639827
14455-1492R-D10-C-C8	RS-GCF-007666205.1-NZ-VDOR01000028.1	95.520	629	99	625	0.0	992	RS-GCF-007666205.1-NZ-VDOR01000028.1
14455-1492R-D10-C-C8	RS-GCF-004358765.1-NZ-SMZQ01000029.1	95.520	629	99	625	0.0	992	RS-GCF-004358765.1-NZ-SMZQ01000029.1
14455-1492R-D10-C-C8	RS-GCF-006715715.1-NZ-VFNR01000001.1--2	95.520	629	99	625	0.0	992	RS-GCF-006715715.1-NZ-VFNR01000001.1--2
14455-1492R-D10-C-C8	RS-GCF-006715715.1-NZ-VFNR01000001.1	95.520	629	99	625	0.0	992	RS-GCF-006715715.1-NZ-VFNR01000001.1
14455-1492R-D10-C-C8	RS-GCF-004365615.1-NZ-SOBD01000023.1	95.520	629	99	625	0.0	992	RS-GCF-004365615.1-NZ-SOBD01000023.1
14455-1492R-D10-C-C8	RS-GCF-016907795.1-NZ-JAFBCR010000001.1	95.520	629	99	625	0.0	992	RS-GCF-016907795.1-NZ-JAFBCR010000001.1
14455-1492R-D10-C-C8	G001275345	95.520	629	99	625	0.0	992	G001275345
14455-1492R-D10-C-C8	Y16263	95.520	629	99	625	0.0	992	Y16263
14455-1492R-D10-C-C8	JF421614	95.687	629	99	626	0.0	992	JF421614
14455-1492R-D10-C-C8	RS-GCF-016907775.1-NZ-JAFBCO010000001.1--3	95.360	629	99	625	0.0	988	RS-GCF-016907775.1-NZ-JAFBCO010000001.1--3
14455-1492R-D10-C-C8	RS-GCF-014636775.1-NZ-BMEQ01000073.1	95.360	629	99	625	0.0	988	RS-GCF-014636775.1-NZ-BMEQ01000073.1
14455-1492R-D10-C-C8	RS-GCF-009758175.1-NZ-WRPM01000060.1	95.360	629	99	625	0.0	988	RS-GCF-009758175.1-NZ-WRPM01000060.1
